postcode,price,bedrooms,year,month,house
2914,420000,2,2010,12,1.0
2617,485000,3,2010,12,1.0
2905,522000,4,2010,12,1.0
2602,560000,3,2010,12,1.0
2914,575000,4,2010,12,1.0
2602,580000,3,2010,12,1.0
2602,635000,3,2010,12,1.0
2611,755000,4,2010,12,1.0
2615,487500,4,2010,12,1.0
2611,610000,4,2010,12,1.0
2600,812000,4,2010,12,1.0
2602,1255000,4,2010,12,1.0
2914,470000,4,2010,12,1.0
2614,734000,4,2010,12,1.0
2903,415000,3,2010,12,1.0
2611,430000,3,2010,12,1.0
2904,442500,3,2010,12,1.0
2913,500000,4,2010,12,1.0
2617,541000,3,2010,12,1.0
2913,550000,4,2010,12,1.0
2611,655000,3,2010,12,1.0
2600,940000,3,2010,12,1.0
2604,962000,4,2010,12,1.0
2903,350000,3,2010,12,1.0
2614,360000,2,2010,12,1.0
2902,430000,3,2010,12,1.0
2904,471000,3,2010,12,1.0
2617,545000,4,2010,12,1.0
2912,655000,4,2010,12,1.0
2607,760000,5,2010,12,1.0
2902,775000,5,2010,12,1.0
2600,940000,4,2010,12,1.0
2905,345000,2,2010,12,1.0
2611,393000,3,2010,12,1.0
2611,422000,3,2010,12,1.0
2615,497000,4,2010,12,1.0
2611,525000,4,2010,12,1.0
2602,660000,4,2010,12,1.0
2602,663000,3,2010,12,1.0
2906,390000,3,2010,12,1.0
2604,460000,2,2010,12,1.0
2615,540000,4,2010,12,1.0
2615,568000,4,2010,12,1.0
2602,585000,4,2010,12,1.0
2617,655000,4,2010,12,1.0
2600,789000,3,2010,12,1.0
2602,600000,5,2010,12,1.0
2602,712000,3,2010,12,1.0
2617,732500,5,2010,12,1.0
2913,400000,3,2010,12,1.0
2905,431000,3,2010,12,1.0
2614,475000,3,2010,12,1.0
2604,756000,3,2010,12,1.0
2602,715000,3,2010,12,1.0
2611,500000,4,2010,12,1.0
2615,399000,3,2010,12,1.0
2611,485000,3,2010,12,1.0
2602,725000,4,2010,12,1.0
2904,780000,5,2010,12,1.0
2617,326500,1,2010,12,1.0
2913,346000,2,2010,12,1.0
2902,429000,3,2010,12,1.0
2902,441250,3,2010,12,1.0
2902,490000,3,2010,12,1.0
2602,552000,3,2010,12,1.0
2914,580000,4,2010,12,1.0
2906,600000,4,2010,12,1.0
2606,806000,4,2010,12,1.0
2607,860000,4,2010,12,1.0
2905,389000,3,2010,12,1.0
2906,395000,3,2010,12,1.0
2615,410000,3,2010,12,1.0
2904,427000,3,2010,12,1.0
2905,430000,3,2010,12,1.0
2906,467000,3,2010,12,1.0
2615,486000,3,2010,12,1.0
2905,510000,4,2010,12,1.0
2914,534000,4,2010,12,1.0
2602,625000,3,2010,12,1.0
2607,670000,3,2010,12,1.0
2902,687000,4,2010,12,1.0
2602,767000,4,2010,12,1.0
2615,447000,4,2010,12,1.0
2913,457500,3,2010,12,1.0
2602,595000,3,2010,12,1.0
2906,474000,4,2011,1,1.0
2913,410000,3,2011,1,1.0
2904,440000,3,2011,1,1.0
2903,405100,3,2011,1,1.0
2615,415000,3,2011,1,1.0
2905,455000,3,2011,1,1.0
2913,568500,4,2011,1,1.0
2906,361500,3,2011,1,1.0
2615,396000,3,2011,1,1.0
2905,438000,3,2011,1,1.0
2905,465000,4,2011,1,1.0
2617,505000,4,2011,1,1.0
2914,820000,4,2011,1,1.0
2904,439950,3,2011,1,1.0
2612,745000,3,2011,1,1.0
2905,445000,3,2011,1,1.0
2615,510000,4,2011,1,1.0
2615,525000,4,2011,1,1.0
2913,529000,4,2011,1,1.0
2914,555000,4,2011,1,1.0
2615,485000,4,2011,1,1.0
2914,500000,4,2011,1,1.0
2611,520000,3,2011,1,1.0
2615,440000,3,2011,1,1.0
2615,465000,3,2011,1,1.0
2615,470000,4,2011,1,1.0
2615,560000,5,2011,1,1.0
2607,860000,5,2011,1,1.0
2905,370000,3,2011,1,1.0
2614,480000,4,2011,1,1.0
2905,569000,4,2011,1,1.0
2904,608800,4,2011,1,1.0
2902,410000,3,2011,1,1.0
2906,438000,3,2011,1,1.0
2902,452500,3,2011,1,1.0
2603,2060000,5,2011,1,1.0
2611,509950,3,2011,1,1.0
2905,550000,4,2011,1,1.0
2602,630000,3,2011,1,1.0
2913,355000,3,2011,1,1.0
2615,384000,3,2011,1,1.0
2905,414000,3,2011,1,1.0
2905,418330,3,2011,1,1.0
2611,545000,3,2011,1,1.0
2614,661000,4,2011,1,1.0
2905,386000,3,2011,1,1.0
2902,425050,4,2011,1,1.0
2611,529950,3,2011,1,1.0
2904,550000,5,2011,1,1.0
2913,616500,4,2011,1,1.0
2905,405000,3,2011,1,1.0
2906,405000,3,2011,1,1.0
2902,430000,3,2011,1,1.0
2906,445000,3,2011,1,1.0
2905,650000,4,2011,1,1.0
2906,416000,3,2011,1,1.0
2905,435000,3,2011,1,1.0
2617,485000,3,2011,1,1.0
2607,622000,4,2011,1,1.0
2906,623000,4,2011,1,1.0
2906,631500,4,2011,1,1.0
2905,430000,3,2011,1,1.0
2611,567500,3,2011,1,1.0
2602,805000,3,2011,1,1.0
2913,340000,2,2011,1,1.0
2615,453000,4,2011,1,1.0
2905,520000,4,2011,1,1.0
2617,490000,3,2011,1,1.0
2602,574500,4,2011,1,1.0
2905,420000,3,2011,2,1.0
2905,428100,3,2011,2,1.0
2604,370000,1,2011,2,1.0
2903,480500,3,2011,2,1.0
2615,510012,3,2011,2,1.0
2914,525000,4,2011,2,1.0
2611,588500,4,2011,2,1.0
2615,389000,3,2011,2,1.0
2615,441000,3,2011,2,1.0
2900,580000,3,2011,2,1.0
2602,625000,2,2011,2,1.0
2606,550000,3,2011,2,1.0
2905,550000,4,2011,2,1.0
2615,607000,5,2011,2,1.0
2904,482000,3,2011,2,1.0
2913,580000,4,2011,2,1.0
2602,670000,3,2011,2,1.0
2605,888000,4,2011,2,1.0
2603,1035000,5,2011,2,1.0
2914,235000,4,2011,2,1.0
2906,399950,3,2011,2,1.0
2913,440000,3,2011,2,1.0
2602,446000,3,2011,2,1.0
2905,695000,4,2011,2,1.0
2913,420000,3,2011,2,1.0
2906,482000,3,2011,2,1.0
2615,497500,4,2011,2,1.0
2913,535000,4,2011,2,1.0
2905,565000,4,2011,2,1.0
2605,620000,4,2011,2,1.0
2902,425000,3,2011,2,1.0
2617,425000,3,2011,2,1.0
2617,459000,4,2011,2,1.0
2602,616000,4,2011,2,1.0
2906,625000,4,2011,2,1.0
2603,834000,3,2011,2,1.0
2904,900000,5,2011,2,1.0
2606,280000,2,2011,2,1.0
2617,461000,3,2011,2,1.0
2617,477000,3,2011,2,1.0
2615,538888,4,2011,2,1.0
2615,563100,4,2011,2,1.0
2611,680000,4,2011,2,1.0
2906,700000,4,2011,2,1.0
2914,602000,4,2011,2,1.0
2906,620000,4,2011,2,1.0
2603,1220000,4,2011,2,1.0
2906,395000,3,2011,2,1.0
2905,445000,3,2011,2,1.0
2914,481000,4,2011,2,1.0
2906,515000,4,2011,2,1.0
2602,630000,3,2011,2,1.0
2905,700000,5,2011,2,1.0
2913,406000,3,2011,2,1.0
2906,420000,3,2011,2,1.0
2905,449000,3,2011,2,1.0
2902,460000,3,2011,2,1.0
2615,466000,3,2011,2,1.0
2615,496000,3,2011,2,1.0
2602,620000,3,2011,2,1.0
2617,650000,4,2011,2,1.0
2914,600000,4,2011,2,1.0
2905,445000,3,2011,2,1.0
2905,462000,3,2011,2,1.0
2615,500000,4,2011,2,1.0
2905,545000,4,2011,2,1.0
2602,587000,3,2011,2,1.0
2913,760000,5,2011,2,1.0
2615,370000,3,2011,2,1.0
2615,429500,3,2011,2,1.0
2912,430000,3,2011,2,1.0
2905,442500,3,2011,2,1.0
2903,446000,3,2011,2,1.0
2903,465000,3,2011,2,1.0
2914,527000,3,2011,2,1.0
2913,755000,5,2011,2,1.0
2603,1150000,3,2011,2,1.0
2902,412000,3,2011,2,1.0
2615,500000,3,2011,2,1.0
2904,515000,3,2011,2,1.0
2904,523000,4,2011,2,1.0
2604,580000,3,2011,2,1.0
2906,645000,4,2011,2,1.0
2603,880000,5,2011,2,1.0
2913,980000,5,2011,2,1.0
2600,990000,3,2011,2,1.0
2905,420000,3,2011,2,1.0
2906,385000,3,2011,2,1.0
2906,402500,3,2011,2,1.0
2614,460000,3,2011,2,1.0
2914,545000,4,2011,2,1.0
2614,780000,3,2011,2,1.0
2607,399950,1,2011,2,1.0
2903,417500,3,2011,2,1.0
2905,446000,3,2011,2,1.0
2914,475000,3,2011,2,1.0
2902,485000,4,2011,2,1.0
2903,506500,3,2011,2,1.0
2602,662500,4,2011,2,1.0
2615,420000,3,2011,2,1.0
2905,465000,3,2011,2,1.0
2602,615000,3,2011,2,1.0
2602,650000,3,2011,2,1.0
2913,399000,3,2011,2,1.0
2906,409000,3,2011,2,1.0
2913,491000,4,2011,2,1.0
2905,570000,4,2011,2,1.0
2611,570000,3,2011,2,1.0
2905,590000,5,2011,2,1.0
2615,409000,3,2011,2,1.0
2903,419000,3,2011,2,1.0
2615,486500,3,2011,2,1.0
2611,510000,4,2011,2,1.0
2914,657000,4,2011,2,1.0
2611,750000,4,2011,2,1.0
2914,868000,4,2011,2,1.0
2905,447000,3,2011,2,1.0
2906,474000,4,2011,2,1.0
2906,502500,4,2011,2,1.0
2607,627500,4,2011,2,1.0
2611,630000,4,2011,2,1.0
2602,837000,3,2011,2,1.0
2606,435000,1,2011,2,1.0
2611,555000,4,2011,2,1.0
2614,588000,4,2011,2,1.0
2602,685000,4,2011,2,1.0
2602,715000,3,2011,2,1.0
2603,1140000,4,2011,2,1.0
2905,415500,4,2011,3,1.0
2905,419134,3,2011,3,1.0
2615,420000,3,2011,3,1.0
2914,507500,4,2011,3,1.0
2602,720000,3,2011,3,1.0
2913,725000,4,2011,3,1.0
2605,875000,5,2011,3,1.0
2906,438000,3,2011,3,1.0
2905,442500,3,2011,3,1.0
2614,477500,3,2011,3,1.0
2602,600000,3,2011,3,1.0
2615,610000,4,2011,3,1.0
2602,580000,4,2011,3,1.0
2914,587000,4,2011,3,1.0
2602,647750,4,2011,3,1.0
2602,665000,4,2011,3,1.0
2906,340000,2,2011,3,1.0
2905,425000,3,2011,3,1.0
2615,430000,3,2011,3,1.0
2906,480000,3,2011,3,1.0
2912,611000,4,2011,3,1.0
2612,1350001,4,2011,3,1.0
2616,391000,3,2011,3,1.0
2903,482000,4,2011,3,1.0
2905,516000,4,2011,3,1.0
2604,522000,2,2011,3,1.0
2903,535000,4,2011,3,1.0
2906,538000,4,2011,3,1.0
2605,568000,2,2011,3,1.0
2604,618000,4,2011,3,1.0
2906,654000,4,2011,3,1.0
2617,699000,4,2011,3,1.0
2904,810000,4,2011,3,1.0
2605,850000,3,2011,3,1.0
2602,870000,3,2011,3,1.0
2600,940000,5,2011,3,1.0
2615,442000,3,2011,3,1.0
2606,580000,3,2011,3,1.0
2913,665000,4,2011,3,1.0
2615,390000,3,2011,3,1.0
2606,565000,3,2011,3,1.0
2906,750000,4,2011,3,1.0
2913,1100000,4,2011,3,1.0
2902,424590,3,2011,3,1.0
2614,434000,3,2011,3,1.0
2607,729000,3,2011,3,1.0
2905,472000,3,2011,3,1.0
2903,520000,4,2011,3,1.0
2607,790000,4,2011,3,1.0
2615,567632,4,2011,3,1.0
2607,574950,3,2011,3,1.0
2603,950000,4,2011,3,1.0
2611,975000,4,2011,3,1.0
2606,1750000,5,2011,3,1.0
2615,390000,3,2011,3,1.0
2902,400000,3,2011,3,1.0
2617,418000,3,2011,3,1.0
2615,470000,3,2011,3,1.0
2904,490000,3,2011,3,1.0
2905,580000,5,2011,3,1.0
2904,627000,5,2011,3,1.0
2600,1050000,4,2011,3,1.0
2617,382000,3,2011,3,1.0
2617,418500,3,2011,3,1.0
2902,440000,3,2011,3,1.0
2615,455000,3,2011,3,1.0
2614,561000,4,2011,3,1.0
2602,570000,3,2011,3,1.0
2906,650000,4,2011,3,1.0
2906,670000,4,2011,3,1.0
2602,731000,2,2011,3,1.0
2913,1100000,4,2011,3,1.0
2615,460000,3,2011,3,1.0
2605,880000,4,2011,3,1.0
2913,460000,3,2011,3,1.0
2615,485000,3,2011,3,1.0
2602,525000,3,2011,3,1.0
2602,631500,4,2011,3,1.0
2607,800000,4,2011,3,1.0
2611,890000,5,2011,3,1.0
2605,601000,4,2011,3,1.0
2906,687000,5,2011,3,1.0
2602,694000,3,2011,3,1.0
2603,895000,4,2011,3,1.0
2612,900000,4,2011,3,1.0
2603,1310000,3,2011,3,1.0
2617,490000,5,2011,3,1.0
2614,600000,3,2011,3,1.0
2602,615550,3,2011,3,1.0
2617,639950,4,2011,3,1.0
2602,970000,4,2011,3,1.0
2611,555000,3,2011,3,1.0
2612,640000,3,2011,3,1.0
2602,775500,3,2011,3,1.0
2615,445000,3,2011,3,1.0
2615,457000,4,2011,3,1.0
2905,475000,3,2011,3,1.0
2914,477000,4,2011,3,1.0
2615,530000,4,2011,3,1.0
2914,685000,4,2011,3,1.0
2611,1500000,4,2011,3,1.0
2615,340000,3,2011,3,1.0
2905,372500,3,2011,3,1.0
2615,486000,3,2011,3,1.0
2904,490000,4,2011,3,1.0
2913,585000,4,2011,3,1.0
2906,624000,4,2011,3,1.0
2905,385000,3,2011,3,1.0
2913,426000,3,2011,3,1.0
2904,437000,3,2011,3,1.0
2905,460000,3,2011,3,1.0
2914,521500,4,2011,3,1.0
2905,560000,5,2011,3,1.0
2905,560000,3,2011,3,1.0
2615,585000,4,2011,3,1.0
2905,595000,4,2011,3,1.0
2914,615000,4,2011,3,1.0
2612,730000,2,2011,3,1.0
2607,735000,4,2011,3,1.0
2905,412000,3,2011,3,1.0
2602,725000,3,2011,3,1.0
2602,750000,3,2011,3,1.0
2602,845000,4,2011,3,1.0
2602,865000,3,2011,3,1.0
2614,984000,4,2011,3,1.0
2611,1135001,4,2011,3,1.0
2913,1015000,4,2011,3,1.0
2615,440000,3,2011,3,1.0
2611,490000,3,2011,3,1.0
2903,510000,4,2011,3,1.0
2913,399950,3,2011,3,1.0
2615,400000,3,2011,3,1.0
2913,450000,3,2011,3,1.0
2617,654000,4,2011,3,1.0
2605,930000,4,2011,3,1.0
2615,447500,3,2011,3,1.0
2615,552500,4,2011,3,1.0
2914,590000,4,2011,3,1.0
2602,730000,3,2011,3,1.0
2600,1200000,4,2011,3,1.0
2615,390000,3,2011,3,1.0
2902,472250,4,2011,3,1.0
2906,544000,4,2011,3,1.0
2904,625000,4,2011,3,1.0
2607,660000,3,2011,3,1.0
2605,1010000,4,2011,3,1.0
2906,400000,3,2011,4,1.0
2913,412500,3,2011,4,1.0
2905,415000,3,2011,4,1.0
2615,500000,4,2011,4,1.0
2904,535000,4,2011,4,1.0
2906,580000,4,2011,4,1.0
2603,802000,3,2011,4,1.0
2605,870000,4,2011,4,1.0
2605,594000,3,2011,4,1.0
2617,398000,3,2011,4,1.0
2902,400000,3,2011,4,1.0
2905,539000,4,2011,4,1.0
2906,548500,4,2011,4,1.0
2602,587000,4,2011,4,1.0
2602,597000,3,2011,4,1.0
2906,600000,4,2011,4,1.0
2904,610000,4,2011,4,1.0
2611,625000,4,2011,4,1.0
2905,750000,5,2011,4,1.0
2602,870000,4,2011,4,1.0
2617,505000,3,2011,4,1.0
2913,560000,4,2011,4,1.0
2914,705500,4,2011,4,1.0
2913,720000,4,2011,4,1.0
2602,720000,4,2011,4,1.0
2914,993000,5,2011,4,1.0
2902,370000,4,2011,4,1.0
2615,405000,3,2011,4,1.0
2615,410000,3,2011,4,1.0
2906,425000,3,2011,4,1.0
2913,433000,3,2011,4,1.0
2617,490000,3,2011,4,1.0
2903,530000,3,2011,4,1.0
2617,530000,3,2011,4,1.0
2902,550000,3,2011,4,1.0
2912,563000,5,2011,4,1.0
2906,610000,4,2011,4,1.0
2612,620000,2,2011,4,1.0
2611,685000,4,2011,4,1.0
2905,700000,4,2011,4,1.0
2612,1725000,5,2011,4,1.0
2906,397500,3,2011,4,1.0
2914,424000,3,2011,4,1.0
2902,450000,4,2011,4,1.0
2913,533420,4,2011,4,1.0
2905,741190,4,2011,4,1.0
2906,375000,3,2011,4,1.0
2906,376500,3,2011,4,1.0
2617,432000,3,2011,4,1.0
2914,585000,4,2011,4,1.0
2904,630000,4,2011,4,1.0
2602,748000,4,2011,4,1.0
2600,1455000,3,2011,4,1.0
2602,550000,4,2011,4,1.0
2617,578000,4,2011,4,1.0
2905,870000,5,2011,4,1.0
2615,537500,4,2011,4,1.0
2902,560000,4,2011,4,1.0
2602,755000,3,2011,4,1.0
2905,384000,3,2011,4,1.0
2905,385000,3,2011,4,1.0
2615,410000,3,2011,4,1.0
2905,427000,4,2011,4,1.0
2905,500000,4,2011,4,1.0
2913,515000,3,2011,4,1.0
2602,615000,4,2011,4,1.0
2615,630000,4,2011,4,1.0
2905,388000,3,2011,4,1.0
2905,490000,3,2011,4,1.0
2902,502000,4,2011,4,1.0
2906,620000,4,2011,4,1.0
2913,650000,4,2011,4,1.0
2605,665000,3,2011,4,1.0
2914,735000,4,2011,4,1.0
2913,428650,3,2011,4,1.0
2615,580000,4,2011,4,1.0
2906,390000,3,2011,4,1.0
2602,520000,3,2011,4,1.0
2607,545000,4,2011,4,1.0
2602,600000,3,2011,4,1.0
2607,655000,4,2011,4,1.0
2914,950000,4,2011,4,1.0
2602,1000000,4,2011,4,1.0
2905,503000,4,2011,4,1.0
2615,540000,5,2011,4,1.0
2612,997000,4,2011,4,1.0
2605,1100000,4,2011,4,1.0
2913,390000,3,2011,4,1.0
2914,403000,3,2011,4,1.0
2903,480000,3,2011,4,1.0
2903,486000,4,2011,4,1.0
2904,532000,4,2011,4,1.0
2615,635000,5,2011,4,1.0
2904,642000,4,2011,4,1.0
2905,420000,3,2011,4,1.0
2905,437000,3,2011,4,1.0
2611,460000,3,2011,4,1.0
2902,580000,5,2011,4,1.0
2605,1150000,4,2011,4,1.0
2615,316000,3,2011,4,1.0
2611,510000,3,2011,4,1.0
2602,567000,3,2011,4,1.0
2903,652500,3,2011,4,1.0
2615,440000,3,2011,4,1.0
2904,512000,4,2011,4,1.0
2905,540000,4,2011,4,1.0
2611,540500,3,2011,4,1.0
2617,550000,4,2011,4,1.0
2617,670000,5,2011,4,1.0
2904,924000,5,2011,4,1.0
2906,437000,3,2011,4,1.0
2906,440000,3,2011,4,1.0
2615,475000,3,2011,4,1.0
2906,490000,3,2011,4,1.0
2611,545000,3,2011,4,1.0
2914,626000,4,2011,4,1.0
2904,665000,5,2011,4,1.0
2615,375000,2,2011,4,1.0
2617,427000,3,2011,4,1.0
2905,440000,3,2011,4,1.0
2904,485000,3,2011,4,1.0
2913,612000,4,2011,4,1.0
2905,360000,3,2011,4,1.0
2903,430000,3,2011,4,1.0
2905,465000,3,2011,4,1.0
2913,470000,2,2011,4,1.0
2905,471000,3,2011,4,1.0
2615,477500,4,2011,4,1.0
2905,521000,4,2011,4,1.0
2905,535000,4,2011,4,1.0
2607,640000,3,2011,4,1.0
2914,675000,5,2011,4,1.0
2602,686000,3,2011,4,1.0
2906,527500,3,2011,4,1.0
2612,701000,3,2011,4,1.0
2605,750000,4,2011,4,1.0
2904,845000,5,2011,4,1.0
2617,513500,3,2011,5,1.0
2617,580000,3,2011,5,1.0
2904,625000,4,2011,5,1.0
2615,661800,5,2011,5,1.0
2913,785000,4,2011,5,1.0
2603,1100000,4,2011,5,1.0
2905,425000,3,2011,5,1.0
2615,432500,3,2011,5,1.0
2615,449000,3,2011,5,1.0
2617,470000,3,2011,5,1.0
2905,515000,3,2011,5,1.0
2912,685000,4,2011,5,1.0
2913,757000,4,2011,5,1.0
2614,780000,3,2011,5,1.0
2611,1005000,3,2011,5,1.0
2600,1110000,4,2011,5,1.0
2906,435000,3,2011,5,1.0
2913,462500,3,2011,5,1.0
2905,485000,4,2011,5,1.0
2614,491000,3,2011,5,1.0
2902,503000,3,2011,5,1.0
2614,505000,4,2011,5,1.0
2914,530000,4,2011,5,1.0
2905,570000,4,2011,5,1.0
2914,760000,4,2011,5,1.0
2607,835000,4,2011,5,1.0
2906,349950,3,2011,5,1.0
2617,395000,3,2011,5,1.0
2913,399000,3,2011,5,1.0
2914,407000,3,2011,5,1.0
2914,500000,4,2011,5,1.0
2602,1330000,4,2011,5,1.0
2906,409000,3,2011,5,1.0
2902,422500,3,2011,5,1.0
2905,454000,3,2011,5,1.0
2611,500000,3,2011,5,1.0
2607,535000,3,2011,5,1.0
2602,690000,3,2011,5,1.0
2611,844000,4,2011,5,1.0
2600,2000000,4,2011,5,1.0
2602,715500,3,2011,5,1.0
2602,735000,3,2011,5,1.0
2604,611000,3,2011,5,1.0
2906,410000,3,2011,5,1.0
2902,429000,3,2011,5,1.0
2604,480000,2,2011,5,1.0
2903,492000,3,2011,5,1.0
2913,635000,4,2011,5,1.0
2905,649000,4,2011,5,1.0
2913,374500,3,2011,5,1.0
2906,397000,3,2011,5,1.0
2904,432000,3,2011,5,1.0
2904,555000,3,2011,5,1.0
2602,590000,3,2011,5,1.0
2913,750000,4,2011,5,1.0
2615,393500,3,2011,5,1.0
2913,396000,3,2011,5,1.0
2913,630000,4,2011,5,1.0
2906,363000,3,2011,5,1.0
2611,410000,3,2011,5,1.0
2905,580000,4,2011,5,1.0
2914,442000,3,2011,5,1.0
2905,445000,4,2011,5,1.0
2912,570000,5,2011,5,1.0
2914,585000,4,2011,5,1.0
2607,730000,4,2011,5,1.0
2618,1330000,3,2011,5,1.0
2617,417000,3,2011,5,1.0
2611,610000,4,2011,5,1.0
2904,442000,3,2011,5,1.0
2905,445000,3,2011,5,1.0
2906,458500,3,2011,5,1.0
2617,494700,3,2011,5,1.0
2903,505000,4,2011,5,1.0
2617,505000,3,2011,5,1.0
2906,512000,3,2011,5,1.0
2611,517000,3,2011,5,1.0
2607,855500,4,2011,5,1.0
2914,370000,2,2011,5,1.0
2617,427000,3,2011,5,1.0
2904,460000,3,2011,5,1.0
2904,515000,4,2011,5,1.0
2611,580000,4,2011,5,1.0
2906,620000,4,2011,5,1.0
2904,530000,4,2011,5,1.0
2914,425000,2,2011,5,1.0
2604,631000,2,2011,5,1.0
2906,325000,2,2011,5,1.0
2913,409000,3,2011,5,1.0
2913,559950,5,2011,5,1.0
2607,585000,3,2011,5,1.0
2614,805000,4,2011,5,1.0
2604,815000,3,2011,5,1.0
2615,344500,3,2011,5,1.0
2605,830000,4,2011,5,1.0
2905,478000,4,2011,5,1.0
2614,487000,3,2011,5,1.0
2914,597000,4,2011,5,1.0
2906,685000,4,2011,5,1.0
2905,435000,3,2011,5,1.0
2906,560000,4,2011,5,1.0
2914,602500,4,2011,5,1.0
2904,605000,4,2011,5,1.0
2913,1090000,5,2011,5,1.0
2905,385000,3,2011,5,1.0
2615,455000,3,2011,5,1.0
2905,484500,4,2011,5,1.0
2614,520000,4,2011,5,1.0
2903,535000,4,2011,5,1.0
2602,562000,3,2011,5,1.0
2602,615000,3,2011,5,1.0
2607,670000,4,2011,5,1.0
2602,715678,3,2011,5,1.0
2905,464000,3,2011,5,1.0
2614,472000,3,2011,5,1.0
2615,516000,4,2011,5,1.0
2617,520000,3,2011,5,1.0
2602,580000,3,2011,5,1.0
2913,586000,4,2011,5,1.0
2617,335000,2,2011,5,1.0
2914,455000,3,2011,5,1.0
2602,510000,3,2011,5,1.0
2612,1475000,3,2011,5,1.0
2615,410000,3,2011,5,1.0
2602,760000,4,2011,5,1.0
2615,455000,3,2011,5,1.0
2905,467000,4,2011,5,1.0
2611,480000,3,2011,5,1.0
2617,520000,3,2011,5,1.0
2902,550000,4,2011,5,1.0
2607,817000,4,2011,5,1.0
2913,425000,4,2011,5,1.0
2905,475000,3,2011,5,1.0
2602,733000,3,2011,5,1.0
2600,1350000,4,2011,5,1.0
2615,345000,3,2011,6,1.0
2906,370000,3,2011,6,1.0
2913,375000,3,2011,6,1.0
2904,430000,4,2011,6,1.0
2604,455000,3,2011,6,1.0
2614,515000,3,2011,6,1.0
2905,575000,4,2011,6,1.0
2602,595000,3,2011,6,1.0
2602,692500,4,2011,6,1.0
2913,770000,4,2011,6,1.0
2617,375000,2,2011,6,1.0
2912,645000,4,2011,6,1.0
2906,384000,3,2011,6,1.0
2912,552000,4,2011,6,1.0
2904,580000,4,2011,6,1.0
2602,650000,4,2011,6,1.0
2902,377000,3,2011,6,1.0
2615,380000,3,2011,6,1.0
2607,487000,3,2011,6,1.0
2904,635000,5,2011,6,1.0
2902,4150000,3,2011,6,1.0
2615,375000,2,2011,6,1.0
2906,731000,4,2011,6,1.0
2913,900000,4,2011,6,1.0
2611,252500,3,2011,6,1.0
2611,255500,3,2011,6,1.0
2611,261000,4,2011,6,1.0
2615,620000,4,2011,6,1.0
2914,660000,4,2011,6,1.0
2614,800000,4,2011,6,1.0
2615,363500,2,2011,6,1.0
2615,388600,3,2011,6,1.0
2906,430000,3,2011,6,1.0
2605,790000,4,2011,6,1.0
2913,819990,5,2011,6,1.0
2615,445000,4,2011,6,1.0
2905,450000,4,2011,6,1.0
2905,498000,4,2011,6,1.0
2606,590000,3,2011,6,1.0
2604,500000,4,2011,6,1.0
2614,841000,4,2011,6,1.0
2906,380000,3,2011,6,1.0
2614,386990,3,2011,6,1.0
2615,500000,4,2011,6,1.0
2611,505000,3,2011,6,1.0
2602,530000,3,2011,6,1.0
2611,565000,3,2011,6,1.0
2905,595000,4,2011,6,1.0
2913,660000,4,2011,6,1.0
2602,900000,3,2011,6,1.0
2612,1080000,4,2011,6,1.0
2617,443000,3,2011,6,1.0
2615,545000,4,2011,6,1.0
2602,610000,3,2011,6,1.0
2906,805000,5,2011,6,1.0
2913,1300000,5,2011,6,1.0
2615,415000,4,2011,6,1.0
2614,433000,4,2011,6,1.0
2615,531000,4,2011,6,1.0
2914,605000,4,2011,6,1.0
2617,605000,5,2011,6,1.0
2607,800000,4,2011,6,1.0
2913,528000,4,2011,6,1.0
2607,660000,4,2011,6,1.0
2913,660000,4,2011,6,1.0
2617,755000,3,2011,6,1.0
2902,385000,2,2011,6,1.0
2615,456000,3,2011,6,1.0
2605,622500,4,2011,6,1.0
2605,655000,3,2011,6,1.0
2602,840000,4,2011,6,1.0
2903,385000,3,2011,6,1.0
2902,412000,3,2011,6,1.0
2906,425000,4,2011,6,1.0
2615,500000,4,2011,6,1.0
2611,525000,3,2011,6,1.0
2611,536000,4,2011,6,1.0
2904,571000,3,2011,6,1.0
2611,640000,4,2011,6,1.0
2617,517000,4,2011,6,1.0
2913,525000,4,2011,6,1.0
2614,750000,4,2011,6,1.0
2913,386000,3,2011,6,1.0
2615,440000,4,2011,6,1.0
2906,529000,4,2011,6,1.0
2913,790000,5,2011,6,1.0
2600,860000,3,2011,6,1.0
2617,460000,3,2011,6,1.0
2615,375000,3,2011,6,1.0
2611,430000,3,2011,6,1.0
2906,458000,4,2011,6,1.0
2617,630000,4,2011,6,1.0
2913,642000,4,2011,6,1.0
2905,415000,3,2011,6,1.0
2902,443000,3,2011,6,1.0
2615,500000,4,2011,6,1.0
2904,530000,4,2011,6,1.0
2611,569000,4,2011,6,1.0
2604,570000,3,2011,6,1.0
2615,615000,4,2011,6,1.0
2603,875000,2,2011,6,1.0
2611,462000,3,2011,6,1.0
2905,490000,4,2011,6,1.0
2617,573500,4,2011,6,1.0
2605,590000,3,2011,6,1.0
2607,600000,4,2011,6,1.0
2914,600000,4,2011,6,1.0
2903,615000,4,2011,6,1.0
2906,630000,4,2011,6,1.0
2914,680000,4,2011,6,1.0
2602,750000,3,2011,6,1.0
2600,883500,3,2011,6,1.0
2913,410000,3,2011,6,1.0
2905,405000,3,2011,7,1.0
2617,445000,3,2011,7,1.0
2914,454000,3,2011,7,1.0
2913,582000,4,2011,7,1.0
2905,625000,4,2011,7,1.0
2913,670000,5,2011,7,1.0
2904,670000,4,2011,7,1.0
